Year,Position,Name,ALRAS,RAS
2014,RB,James Wilder Jr.,5.61,5.27
2014,RB,James Wilder,5.61,5.27
2016,RB,Cedric ONeal,5.94,5.27
2018,RB,Max Mickey,5.36,5.27
2017,RB,Brendan Douglas,5.62,5.26
2004,RB,Quincy Wilson,4.87,5.25
2015,RB,Matt Jones,5.59,5.24
2019,RB,David Montgomery,5.23,5.23
1987,RB,Spencer Tillman,3.92,5.22
1990,RB,Broderick Graves,3,5.19
1998,RB,Chris Howard,2.89,5.19
2006,RB,DonTrell Moore,4.43,5.19
2005,RB,Alvin Pearman,4.51,5.18
2014,RB,Glenn Winston,5.58,5.18
2017,RB,Kareem Hunt,5.45,5.18
2009,RB,Arian Foster,5.04,5.16
2007,RB,Thomas Clayton,4.74,5.15
1998,RB,Dennis Riddle,3.22,5.13
2014,RB,Anthony Coombs,5.44,5.13
2005,RB,Cedric Benson,4.94,5.12
2017,RB,Akeem Judd,5.4,5.11
1991,RB,Leonard Russell,3.31,5.1
2018,RB,Jarred Craft,5.27,5.09
2019,RB,Chris James,5.08,5.08
2009,RB,Shonn Greene,5.13,5.07
2015,RB,Dominique Brown,5.57,5.07
2019,RB,Trai Sharp,5.07,5.07
2019,RB,Ryan Fulse,5.07,5.07
1999,RB,Clarence Williams,3.16,5.06
1993,RB,Markus Thomas,3.02,5.05
2014,RB,Alfred Blue,5.41,5.05
2018,RB,Terry Swanson,5.18,5.05
1995,RB,Terrell Davis,3.53,5.04
2011,RB,Matt Walter,5.48,5.04
1991,RB,Ivory Lee Brown,3.66,5.03
2015,RB,Mack Brown,5.57,5.03
1993,RB,Kenny Sims,2.67,5
2001,RB,Marcel Shipp,3.62,5
2017,RB,Taquan Mizzell,5.43,5
2010,RB,Diminitri Nance,5.1,4.98
2017,RB,Samaje Perine,5.32,4.96
2006,RB,Leon Washington,4.37,4.95
2012,RB,Vick Ballard,5.35,4.95
1996,RB,Jimmy Gary,3.11,4.94
2014,RB,James White,5.55,4.94
1990,RB,Anthony Thompson,3.24,4.91
1994,RB,Glenn Starks,2.58,4.91
2013,RB,Matt Brown,5.24,4.91
1988,RB,Marvin Allen,2.42,4.9
2006,RB,Marques Hagans,4.26,4.89
2000,RB,Reuben Droughns,3.04,4.88
2010,RB,LeGarrette Blount,4.86,4.88
2017,RB,Nate Tago,5.19,4.88
2017,RB,Jahray Hayes,5.3,4.87
1997,RB,Ray Nealy,2.8,4.86
2013,RB,Isi Sofele,5.22,4.86
2017,RB,Corey Clement,5.17,4.86
1998,RB,Claude Mathis,2.56,4.84
2018,RB,James Toland,4.95,4.84
1992,RB,Kevin Smith,3.2,4.83
2001,RB,Corey Crume,3.76,4.82
2005,RB,Nehemiah Broughton,4.23,4.82
2017,RB,Tyvis Smith,5.04,4.82
2011,RB,Graig Cooper,4.97,4.81
2016,RB,Kelsey Young,5.52,4.81
2014,RB,Silas Redd,5.13,4.8
2018,RB,Troy McCormick,4.87,4.79
1987,RB,Bobby Morse,2.14,4.78
2005,RB,Vernand Morency,4.04,4.78
2005,RB,Bobby Purify,3.87,4.78
2018,RB,David Williams,4.88,4.78
2019,RB,Jordan Scarlett,4.76,4.76
2007,RB,Tony Hunt,3.93,4.75
2019,RB,James Madison,4.75,4.75
1990,RB,Bren Lowery,3.21,4.72
2013,RB,Kerwynn Williams,5.11,4.72
2014,RB,Zurlon Tipton,5.12,4.72
1993,RB,Ron Moore,2.83,4.7
2019,RB,Derrick Gore,4.7,4.7
1991,RB,Blaise Bryant,2.03,4.69
2019,RB,Bryce Alleyne,4.69,4.69
1997,RB,George Jones,2.65,4.68
2019,RB,Trayveon Williams,4.68,4.68
2017,RB,Dalvin Cook,4.99,4.67
2018,RB,Jahaan Brown,4.85,4.67
2014,RB,Zach Bauman,5,4.66
2008,RB,Dantrell Savage,4.45,4.65
2017,RB,Elijah Mcguire,4.91,4.65
1998,RB,Harold Shaw,2.86,4.64
1990,RB,Ken Clark,2.47,4.63
1991,RB,Gerald Hudson,2.79,4.63
2019,RB,Madre London,4.63,4.63
2018,RB,James Butler,4.77,4.62
2017,RB,James Summers,4.83,4.61
2018,RB,Roc Thomas,4.79,4.61
2012,RB,Alfred Morris,4.97,4.6
2013,RB,Eddie Lacy,4.9,4.59
2018,RB,Mark Walton,4.76,4.59
2016,RB,Keenan Reynolds,5.06,4.57
2017,RB,Derrick Craine,4.93,4.57
1996,RB,Terrell Willis,2.84,4.56
2002,RB,Dameon Hunter,3.45,4.56
2014,RB,James Sims,5.15,4.56
2015,RB,David Cobb,5,4.56
2019,RB,Jalin Moore,4.56,4.56
2017,RB,Jamaal Williams,4.84,4.55
1990,RB,Tony Palmer,2.91,4.54
2018,RB,Nick LaSane,4.68,4.54
2019,RB,Jeremy Smith,4.54,4.54
2007,RB,Jon Cornish,4.16,4.52
2008,RB,Kregg Lumpkin,4.27,4.52
1988,RB,Kevin Harmon,3.05,4.51
2012,RB,Travaris Cadet,4.8,4.51
2013,RB,Perry Jones,4.85,4.51
2019,RB,Qadree Ollison,4.51,4.51
2014,RB,Brendan Bigelow,4.78,4.49
2017,RB,Dare Ogunbowale,4.92,4.49
2006,RB,Cory Ross,3.32,4.48
2015,RB,Ross Scheuerman,5.02,4.48
2018,RB,Daryl Chestnut,4.59,4.48
2018,RB,John Kelly,4.62,4.47
1993,RB,Gregory Robinson,2.49,4.45
2014,RB,Storm Johnson,4.61,4.45
2018,RB,Detrez Newsome,4.57,4.45
2018,RB,Josh Hicks,4.53,4.44
2005,RB,T.A. McLendon,4.08,4.43
2017,RB,Saylor Lavallii,4.71,4.43
1989,RB,Dave Meggett,2.44,4.42
2018,RB,Diocemy Saint-Juste,4.49,4.42
2019,RB,Kendall Morris,4.39,4.39
1994,RB,Ron Rivers,2.64,4.38
2018,RB,Quinton Flowers,4.48,4.38
1997,RB,Leon Johnson,2.92,4.37
2017,RB,Teriyon Gipson,4.67,4.37
2011,RB,Chase Reynolds,4.41,4.36
1987,RB,Troy Stradford,1.33,4.35
2016,RB,Peyton Barber,5.01,4.35
2017,RB,James Conner,4.62,4.35
2017,RB,Ante Milanovic-Litre,4.72,4.35
2002,RB,Demontray Carter,3.14,4.34
2017,RB,KeAun Kinner,4.66,4.33
2018,RB,Kyle White,4.46,4.33
2017,RB,Lawrence Elliott,4.64,4.32
1988,RB,James Saxon,1.79,4.31
2012,RB,Brett Haenni,4.48,4.27
1990,RB,Joe Henderson,2.31,4.26
2014,RB,Carlos Hyde,4.44,4.26
1992,RB,Derrick Franklin,2.02,4.25
2018,RB,Greg Howell,4.32,4.24
1991,RB,Joe Ross,2.05,4.22
2017,RB,Kalif Phillips,4.54,4.22
1992,RB,Carl Smith,2.57,4.2
1999,RB,Jaime Kimbrough,2.4,4.2
2008,RB,Justin Forsett,4.04,4.2
2011,RB,Dion Lewis,4.03,4.2
2017,RB,Michael Malloy,4.35,4.17
1992,RB,Mazio Royster,2.39,4.14
2010,RB,Stafon Johnson,4.06,4.14
2016,RB,Anthony Bilal,4.6,4.14
2018,RB,Osharmar Abercrombie,4.25,4.14
2013,RB,Dennis Johnson,4.31,4.13
2019,RB,Squally Canada,4.12,4.12
2017,RB,Antonio Crawford,4.37,4.11
1993,RB,Chuckie Dukes,1.85,4.1
2018,RB,Ray Lawry III,4.23,4.1
2017,RB,Jarveon Williams,4.38,4.09
2019,RB,Kyle Groeneweg,4.09,4.09
1991,RB,Hyland Hickson,1.84,4.08
1992,RB,Willie Mcclendon,2.99,4.08
1997,RB,David Thompson,1.94,4.08
2017,RB,Brandon Radcliff,4.34,4.08
1990,RB,Alfred Rawls,1.66,4.07
1995,RB,Casey Mcbeth,2.35,4.07
2019,RB,Mikale Wilbon,4.07,4.07
2017,RB,Josh Clemons,4.27,4.06
1993,RB,Shaumbe Wright-Fair,2.97,4.05
1999,RB,Aaron Stecker,3.14,4.05
2017,RB,Donnel Pumphrey,4.06,4.04
2017,RB,Rennie Childs,4.31,4.03
2014,RB,Ben Malena,4.4,4.02
1997,RB,Fred Lane,1.94,4.01
2011,RB,Evan Royster,4.15,4.01
2012,RB,Darrell Scott,4.18,4
2016,RB,Marshaun Coprich,4.36,3.98
2017,RB,Martin Ruiz,4.34,3.98
2019,RB,Bernard McDondle,3.98,3.98
1994,RB,Irving Spikes,2.08,3.97
2005,RB,DeCori Birmingham,3.26,3.97
2017,RB,Jody Webb,4.24,3.96
2018,RB,Tonny Lindsey,4.11,3.96
1991,RB,Calvin Windom,2.19,3.95
2017,RB,Tarik Cohen,3.96,3.95
2018,RB,Kobe McCrary,4.09,3.95
1997,RB,Shon Mitchell,2.37,3.94
2008,RB,Benjarvus Green-Ellis,3.72,3.92
2013,RB,Mike Gillislee,4.22,3.92
2018,RB,J.J. Green,4.06,3.92
1987,RB,Tom Brown,3.17,3.91
2014,RB,Terrance West,4.21,3.91
1993,RB,Randy Cuthbert,2.47,3.9
2019,RB,Cameron Sanders,3.9,3.9
2018,RB,Vic Enwere,4.01,3.89
2007,RB,Ahmad Bradshaw,3.69,3.87
2013,RB,Montee Ball,4.13,3.87
2014,RB,Roy Finch,4.14,3.85
2019,RB,Wesley Fields,3.83,3.83
2018,RB,Rachid Ibrahim,3.81,3.81
1990,RB,Harry Jackson,2.55,3.8
2019,RB,Jake Mayon,3.8,3.8
1994,RB,Marvin Courtney,2.25,3.79
2009,RB,James Davis,3.67,3.79
2013,RB,George Winn,4.29,3.79
2018,RB,Josh Cleveland,3.91,3.79
1995,RB,Eric Johnson,2.51,3.78
2003,RB,Avon Cobourne,2.93,3.78
2015,RB,B.J. Catalon,3.98,3.76
2013,RB,Montel Harris,4.02,3.75
2018,RB,Lawrence Pittman,3.9,3.75
1988,RB,Lucius Floyd,1.72,3.73
2014,RB,DeAnthony Thomas,3.99,3.71
2016,RB,Brandon Brown-Dukes,4.2,3.71
2017,RB,Ricky Ortiz,3.92,3.68
2019,RB,Levondre Gordon,3.66,3.66
1993,RB,Kenny Roberts,1.78,3.65
2015,RB,Terrence Magee,3.98,3.64
2008,RB,Mike Hart,3.56,3.63
2019,RB,Tyrone Owens,3.62,3.62
2010,RB,Pat Paschall,3.7,3.61
2017,RB,Anthony Gosselin,3.84,3.6
2012,RB,Patrick Lavoie,3.78,3.59
2011,RB,Mossis Madu,3.61,3.57
1992,RB,Randy Simmons,2.16,3.56
2017,RB,Malin Jones,3.87,3.55
1998,RB,Marcus Parker,2.45,3.54
1990,RB,Judd Garrett,2.16,3.52
2005,RB,Noah Herron,2.85,3.52
1996,RB,Tommie Frazier,2.58,3.51
2012,RB,Mike Ball,3.79,3.5
2019,RB,Benny Snell Jr.,3.5,3.5
2019,RB,Keith Harrington,3.49,3.49
1987,RB,Steve Bartalo,1.75,3.48
2000,RB,Ketric Sanford,2.59,3.48
1995,RB,Kelvin Anderson,2.04,3.46
2004,RB,Jarrett Payton,2.84,3.46
2010,RB,Anthony Dixon,3.38,3.46
2013,RB,Kendall Gaskins,3.68,3.46
2018,RB,Akrum Wadley,3.65,3.45
1994,RB,Dwight Mcfadden,1.88,3.44
1997,RB,Abu Wilson,1.89,3.42
2017,RB,Khalid Abdullah,3.73,3.42
2011,RB,Kyle Exume,3.6,3.41
2013,RB,Matthew Burke,3.48,3.41
2017,RB,Khris Francis,3.67,3.41
1991,RB,Ricky Ervins,1.86,3.4
2000,RB,Mike Green,3.03,3.4
1989,RB,Steve Avery,1.97,3.38
2018,RB,Justin Crawford,3.54,3.38
1995,RB,Norman Bradford,2.32,3.37
2017,RB,Kyle Paris,3.7,3.37
2019,RB,Izzy Matthews,3.37,3.37
1997,RB,Shawn Walters,2.78,3.35
2019,RB,Thomas Jefferson,3.35,3.35
2018,RB,Darius Tice,3.44,3.34
1988,RB,Gordon Lockbaum,1.81,3.33
2009,RB,Kahlil Bell,3.36,3.33
2017,RB,Delton Williams,3.59,3.33
2013,RB,Theo Riddick,3.77,3.32
2017,RB,JoJo Kemp,3.51,3.31
2019,RB,Demarcus Felton,3.31,3.31
2000,RB,Rashon Spikes,2.17,3.29
2015,RB,William Langlais,3.4,3.28
2018,RB,Robert Martin,3.43,3.28
2010,RB,Nick Fitzgibbon,3.25,3.26
2018,RB,Tyrell Maxwell,3.39,3.26
1990,RB,James Rouse,2.18,3.24
2007,RB,Eldra Buckley,2.89,3.24
2011,RB,Shaun Draughn,3.42,3.23
2016,RB,Jalen Simmons,3.58,3.23
2003,RB,Domanick Williams,2.33,3.22
2003,RB,Domanick Davis,2.33,3.22
2017,RB,Michael Abanikanda,3.56,3.19
2019,RB,Cardon Johnson,3.18,3.18
1995,RB,Kevin Bouie,2.12,3.17
1997,RB,Sedrick Shaw,2.04,3.17
2016,RB,Paul James,3.57,3.17
2017,RB,King Frazier,3.54,3.17
2018,RB,David Mackie,3.23,3.17
2018,RB,Jordan Chunn,3.28,3.15
1988,RB,George Cooper,1.87,3.14
2017,RB,Cory Thomson,3.42,3.13
1989,RB,Tracy Johnson,2.98,3.12
2009,RB,Branden Ore,2.97,3.1
2019,RB,Bolu Olorunfunmi,3.08,3.08
2016,RB,Shadrach Thornton,3.52,3.06
2016,RB,Shad Thornton,3.52,3.06
1992,RB,Billy Smith,1.45,3.05
1987,RB,Tony Burse,2.22,3.04
2012,RB,Chris Polk,3.37,3.02
2016,RB,Marteze Waller,3.47,3.01
2019,RB,Jacques Patrick,3.01,3.01
2011,RB,Vai Taua,3.27,3
2019,RB,Nick Brossette,3,3
1991,RB,Chris San Agustin,1.71,2.99
2000,RB,Demario Brown,2.2,2.99
2012,RB,Edwin Baker,3.13,2.98
2016,RB,Alex Collins,3.29,2.98
2001,RB,David Allen,1.86,2.97
2015,RB,Kienan LaFrance,3.19,2.97
2017,RB,George Morris,3.23,2.97
1990,RB,Cordell Woods,1.83,2.96
1997,RB,Brian Knuckles,1.94,2.96
2011,RB,John Clay,3.03,2.94
1992,RB,Bobby Wright,1.7,2.93
2014,RB,KaDeem Carey,3.34,2.93
2005,RB,Maurice Clarett,2.81,2.92
2017,RB,Jereke Armstrong,3.2,2.92
2017,RB,Lenard Tillery,3.17,2.9
2018,RB,Dorian Brown,3.06,2.89
2017,RB,Jacobi Owens,3.25,2.88
1992,RB,Tyrone Ashley,1.82,2.87
1989,RB,Undra Johnson,1.15,2.86
2003,RB,Nick Maddox,2.14,2.84
2017,RB,Jonah Pataki,3.12,2.82
2019,RB,Steve McShane,2.82,2.82
1991,RB,Sheldon Canley,1.19,2.79
1991,RB,Duane Kinnon,1.9,2.79
2017,RB,Rushel Shell,3.1,2.79
1990,RB,Blake Ezor,1.16,2.78
2018,RB,DErnest Johnson,2.95,2.78
1997,RB,Terry Battle,1.77,2.75
2006,RB,Taurean Henderson,2.46,2.75
2019,RB,AcaCedric Ware,2.75,2.75
2013,RB,Steven Lumbala,2.86,2.74
2014,RB,Marion Grice,3.09,2.74
2015,RB,Dillon Campbell,2.94,2.74
1989,RB,Heikoti Fakava,1.34,2.73
2019,RB,Reggie Gallaspy II,2.73,2.73
2007,RB,Dwayne Wright,2.5,2.72
2018,RB,Travis Custis,2.88,2.71
2013,RB,Stefphon Jefferson,3.07,2.68
2017,RB,Lynn Griffin,2.92,2.67
2019,RB,Keion Davis,2.66,2.66
2016,RB,Kelvin Taylor,3.06,2.65
2018,RB,Ryan Wolpin,2.75,2.63
2009,RB,Gartrell Johnson,2.53,2.62
2017,RB,Marquell Beckwith,2.96,2.62
1987,RB,Carl Woods,2.11,2.61
2017,RB,Jakhari Gore,2.78,2.61
1989,RB,Anthony Brown,1.3,2.6
2018,RB,Bryce Vieira,2.74,2.59
2011,RB,Mark Ingram,2.72,2.58
2018,RB,Jordan Howard,2.71,2.56
2019,RB,Elijah Holyfield,2.56,2.56
2019,RB,Jordan Ellis,2.54,2.54
2018,RB,Kani Benoit,2.67,2.53
2016,RB,Dy’Shawn Mobley,2.95,2.52
2019,RB,James Noble,2.52,2.52
1998,RB,Scott Harley,1.33,2.5
1995,RB,Ontiwaun Carter,1.35,2.48
2018,RB,Richard McQuarley,2.64,2.48
1989,RB,Damon Stell,1.26,2.47
1989,RB,Deon Booker,0.76,2.47
2013,RB,Curtis McNeal,2.36,2.45
2004,RB,Rich Alexis,1.99,2.44
2017,RB,Roland Genesy,2.62,2.44
1993,RB,Craig Mitter,1.41,2.4
2012,RB,Lennon Creer,2.77,2.4
2017,RB,JJ Jude,2.69,2.38
2000,RB,Shyrone Stith,1.63,2.36
1988,RB,Rory Johnson,1.62,2.35
2014,RB,Devonta Freeman,2.81,2.34
1990,RB,Mike Owens,1.1,2.31
2018,RB,Carrington Mosely,2.44,2.31
2017,RB,Josh Rounds,2.61,2.3
2001,RB,Derek Homer,1.64,2.29
2014,RB,Jeremy Hill,2.3,2.29
2018,RB,Devauntay Ellis,2.39,2.29
2019,RB,Adam Choice,2.28,2.28
2019,RB,Steven Peoples,2.28,2.28
1998,RB,Wilmont Perry,1.56,2.27
2015,RB,Terron Ward,2.61,2.27
2017,RB,Tarean Folston,2.63,2.27
2019,RB,Clinton Lynch,2.27,2.27
2013,RB,Miguel Maysonet,2.72,2.26
1993,RB,Martin Patton,1.83,2.25
2019,RB,Warren Wand,2.25,2.25
2014,RB,Mackenzie Sarro,2.34,2.22
2002,RB,Travis Stephens,1.61,2.21
2018,RB,Shane Tucker,2.41,2.21
2017,RB,Marcus Cox,2.48,2.19
2017,RB,Wes Brown,2.44,2.18
1987,RB,Darryl Oliver,0.99,2.17
1996,RB,Bruce Presley,1.23,2.16
2010,RB,Charles Scott,2.3,2.15
1998,RB,Rock Preston,1.18,2.14
1990,RB,Johnny Bailey,1.25,2.13
2018,RB,Daniel Hamm,2.26,2.11
2019,RB,Marcus Weymiller,2.11,2.11
1994,RB,Craig Thomas,1.16,2.1
2014,RB,Guillaume Bourassa,2.6,2.1
2017,RB,Ivrine Paye,2.38,2.1
2015,RB,Thomas Rawls,2.68,2.09
1989,RB,Lewis Tillman,0.91,2.08
2011,RB,Johnny White,2.42,2.06
1991,RB,Gerald Williams,1.13,2.04
2010,RB,Shawnbrey McNeal,2,2.02
2019,RB,Darrel Colbert Jr.,2,2
2016,RB,Mercer Timmis,2.29,1.99
2015,RB,Braylon Heard,2.53,1.98
2017,RB,Lorenzo Long,2.36,1.98
2017,RB,Damion Jones-Moore,2.24,1.97
1988,RB,Jamie Morris,0.9,1.96
2017,RB,Paul Harris,2.19,1.95
2018,RB,Ryder Stone,2.13,1.95
2011,RB,Matt Asiata,2.22,1.94
2017,RB,Henry Enyenihi,2.21,1.94
2011,RB,Robert Hughes,2.06,1.93
2017,RB,James Flanders,2.23,1.93
1991,RB,Tony Alford,0.94,1.9
2018,RB,Will Altema,2.05,1.89
1991,RB,Chris Samuels,0.97,1.84
2018,RB,Martez Carter,1.98,1.84
1989,RB,Mark Green,0.93,1.82
2016,RB,Donald Tabor,2.09,1.82
2004,RB,Jason Wright,1.8,1.81
2019,RB,Jalen Rhodes,1.8,1.8
2017,RB,Kendell Anderson,2.1,1.78
1988,RB,Kenny Gamble,0.85,1.76
2017,RB,Sean Thomas Erlington,2.07,1.75
1987,RB,Lakei Heimuli,0.74,1.74
1994,RB,Phil Brown,0.94,1.74
2014,RB,Kapri Bibbs,1.97,1.74
2017,RB,Matt Dayes,2.01,1.74
2018,RB,Nick Wilson,1.91,1.74
2019,RB,Devin Singletary,1.74,1.74
2018,RB,Christopher Amoah,1.89,1.73
2011,RB,Edem Nyamadi,1.92,1.7
2016,RB,Elijhaa Penny,1.91,1.69
2017,RB,Derrick Green,2.08,1.68
2014,RB,Tim Flanders,2.15,1.67
2002,RB,Adrian Peterson,1.38,1.65
2018,RB,Aaron Duckworth,1.77,1.63
1996,RB,Joe Abdullah,1.02,1.62
2017,RB,Ashton Shumpert,1.95,1.62
2018,RB,Austin Harper,1.75,1.61
1995,RB,Robert Baldwin,0.98,1.59
2016,RB,Robert Kelley,1.96,1.59
2018,RB,Alex Gardner,1.76,1.59
2019,RB,Blake Ingleton,1.58,1.58
1988,RB,William Howard,1.01,1.57
2009,RB,Curtis Brinkley,1.58,1.57
2019,RB,Dontae Strickland,1.57,1.57
2019,RB,Joshuwa Holloman,1.55,1.55
2018,RB,Ryan Tuiasoa,1.72,1.5
2018,RB,Doroland Dorceus,1.65,1.5
1990,RB,Andy Murray,1.66,1.48
2010,RB,Keith Toston,1.68,1.48
2019,RB,Lance Dunn,1.48,1.48
2004,RB,Duron Croson,1.42,1.47
2019,RB,DAndre Ferby,1.47,1.47
1992,RB,Tim Lester,0.73,1.44
2019,RB,Kerrion Moore,1.44,1.44
2012,RB,Antwon Bailey,1.67,1.43
2019,RB,Justin Silmon,1.41,1.41
2018,RB,Chris Robinson,1.54,1.4
2019,RB,DeMarcus Flowers,1.4,1.4
2018,RB,JaQuan Gardner,1.53,1.39
1992,RB,Troy Mills,1.03,1.38
2004,RB,Shaud Williams,1.28,1.38
2017,RB,Shamar Green,1.73,1.38
2000,RB,Destry Wright,1.09,1.37
2014,RB,Jerome Smith,1.63,1.37
1991,RB,Albert Fann,1.1,1.36
2007,RB,Nate Ilaoa,1.61,1.36
2017,RB,Manusamoa Luuga,1.69,1.34
2017,RB,Luuga Manusamoa,1.69,1.34
2009,RB,Tyrell Sutton,1.6,1.33
2018,RB,Anthony Young,1.46,1.31
1987,RB,Maurice Williams,0.26,1.3
1990,RB,Donnie Riley,0.64,1.3
1993,RB,Ryan Benjamin,0.44,1.3
2019,RB,Marche Dennard,1.3,1.3
1991,RB,Eric Jenkins,1.05,1.29
2018,RB,Gerard Wicks,1.38,1.27
2016,RB,Jalen Richard,1.59,1.26
1993,RB,Estrus Crayton,0.78,1.25
2017,RB,Jowan Davis,1.52,1.25
2017,RB,Jahad Thomas,1.55,1.24
2018,RB,Dalyn Dawkins,1.39,1.24
2008,RB,Kalvin McRae,1.51,1.23
2017,RB,Jamie Gilmore,1.52,1.23
1995,RB,Roger Graham,0.88,1.22
2017,RB,Tion Green,1.47,1.21
2019,RB,Osayi Iginuan,1.21,1.21
2017,RB,Milton Revell,1.49,1.2
2018,RB,Corey Avery,1.32,1.2
2017,RB,Vance Settlemire,1.5,1.19
1988,RB,Gary Patton,0.54,1.18
2002,RB,Joe Burns,1.02,1.17
2018,RB,Marcus Clark,1.29,1.17
1991,RB,Allen Jefferson,0.8,1.16
2014,RB,Pascal Lochard,1.49,1.16
2013,RB,Washaun Ealey,1.35,1.13
2006,RB,Terrence Whitehead,1.36,1.12
2016,RB,Nathan O’Halloran,1.43,1.12
1990,RB,George Searcy,0.57,1.11
2015,RB,Josh Robinson,1.37,1.11
2017,RB,Devine Redding,1.44,1.11
2016,RB,Wayne Moore,1.31,1.08
2007,RB,Tyrone Moss,1.13,1.07
2017,RB,John Nguyen,1.27,1.06
2016,RB,Devon Stewart,1.22,1.05
1989,RB,Vince Workman,0.29,1.04
2010,RB,Jonathan Dwyer,1.07,1
2018,RB,Michael Adkins,1.13,1
1988,RB,Richard Calvin,0.35,0.98
1992,RB,Joe Campbell,0.67,0.98
2015,RB,Brandon Deschamps,1.24,0.98
2015,RB,Jahwan Edwards,1.24,0.97
2017,RB,Kori Garcia,1.27,0.97
2019,RB,Lamar Carswell,0.96,0.96
1991,RB,Mike Dingle,0.91,0.95
1993,RB,David Walker,0.82,0.95
2010,RB,Darius Marshall,1.18,0.95
2016,RB,Travis Greene,1.2,0.95
2018,RB,Arkeel Newsome,1.06,0.93
2019,RB,Tevin McCaster,0.92,0.92
1989,RB,Alonzo Washington,0.68,0.91
2015,RB,Kenny Hilliard,1.19,0.91
2017,RB,Fred Coppet,1.22,0.9
2018,RB,Marvin Gaynor,1.05,0.9
2019,RB,Van Edwards Jr.,0.89,0.89
1991,RB,Gary Brown,0.52,0.88
2019,RB,Damon Cox,0.88,0.88
1987,RB,Tracy Ham,0.3,0.87
2018,RB,Malik Williams,0.99,0.86
2019,RB,RaQuanne Dickens,0.86,0.86
2018,RB,Mitch Kernick,0.96,0.85
2019,RB,D.J. Knox,0.83,0.83
2013,RB,Robbie Rouse,1.14,0.82
2019,RB,Jamauri Bogan,0.82,0.82
2004,RB,Derrick Knight,0.66,0.81
2018,RB,Tyshon Dye,1,0.81
2017,RB,DeVeon Smith,1.04,0.79
2019,RB,Aaron Forbes,0.79,0.79
1998,RB,Delon Washington,0.41,0.78
2012,RB,Marc Tyler,1.11,0.77
2019,RB,Mario Villamizar,0.77,0.77
2017,RB,Shock Linwood,1.08,0.76
2019,RB,Justin Green,0.75,0.75
2019,RB,Braeden West,0.72,0.72
2019,RB,Marquell Cartwright,0.71,0.71
2019,RB,TaQuon Marshall,0.71,0.71
2018,RB,Ish Witter,0.8,0.7
1992,RB,Mike Saunders,0.63,0.69
1995,RB,Brent Moss,0.52,0.69
2013,RB,Ray Graham,1.08,0.68
2018,RB,Demario Richard,0.74,0.63
2018,RB,Richmond Nketiah,0.69,0.62
1991,RB,Bernie Parmalee,0.62,0.61
2016,RB,Russell Hansbrough,0.87,0.6
2019,RB,Dejonte ONeal,0.58,0.58
2014,RB,Robert Farquharson,0.77,0.57
2018,RB,Joel Houle,0.6,0.54
2019,RB,Aeris Williams,0.53,0.53
1989,RB,Jamie Townsend,0.23,0.52
2011,RB,Carl Volny,0.95,0.52
2014,RB,Antonio Andrews,0.81,0.51
2019,RB,Kyran Mitchell,0.51,0.51
1993,RB,Trevor Cobb,0.24,0.5
2017,RB,Joseph Yearby,0.7,0.49
1991,RB,Chuck Weatherspoon,0.49,0.48
2018,RB,Boaffour Osei,0.55,0.48
2018,RB,Baffour Osei,0.55,0.48
2019,RB,Tre Watson,0.48,0.48
2017,RB,Daniel Brooks,0.66,0.47
2019,RB,Deron Thompson,0.47,0.47
2013,RB,Stepfan Taylor,0.84,0.46
2017,RB,Ulysses Bryant,0.59,0.46
2018,RB,Kamel Greene,0.56,0.45
2013,RB,Eddie Houghton,0.68,0.43
2007,RB,Kenneth Darby,0.49,0.42
2017,RB,Darius Paulk,0.63,0.42
2011,RB,Jacquizz Rodgers,0.65,0.41
2013,RB,Rotrand Sene,0.86,0.41
1993,RB,Stephen Mcguire,0.32,0.4
2017,RB,Kenneth Daniels,0.6,0.4
2017,RB,Albert Reid,0.61,0.39
2019,RB,Tre King,0.39,0.39
2014,RB,Aaron Milton,0.5,0.38
2018,RB,Alex Taylor,0.46,0.38
2019,RB,Marcus Kentner,0.38,0.38
2018,RB,Todd Macon,0.43,0.37
2018,RB,Brady Mangarelli,0.46,0.36
2019,RB,Jaden Huff,0.36,0.36
2017,RB,Johnny Augustine,0.57,0.34
2019,RB,Ryan MacLain,0.32,0.32
2019,RB,Jordan Lyons,0.31,0.31
1991,RB,Tony Satter,0.4,0.27
2019,RB,Randy Jones,0.27,0.27
2018,RB,Manny Morgan,0.29,0.26
2007,RB,Gary Russell,0.45,0.25
2013,RB,Jawan Jamison,0.42,0.24
2015,RB,Marcus Murphy,0.43,0.24
2002,RB,Dicenzo Miller,0.33,0.22
2019,RB,Michael Fredrick,0.22,0.22
2012,RB,Joey Gabrick,0.37,0.21
2017,RB,Erick Evans,0.35,0.21
2019,RB,Marquis Terry,0.21,0.21
2014,RB,Roderick McDowell,0.41,0.2
2017,RB,Dalviness Greene,0.28,0.19
2019,RB,Tramel Terry,0.18,0.18
2014,RB,Trey Watts,0.38,0.17
2018,RB,Tanner Grzesiek,0.2,0.17
2018,RB,Vincent Alarie-Tardif,0.16,0.14
2012,RB,Adrian Charles,0.27,0.13
2015,RB,Dee Hart,0.34,0.13
2019,RB,Henry Isaiah Robinson,0.13,0.13
2017,RB,Charles Jones,0.25,0.12
2018,RB,Jordan Socholotiuk,0.15,0.12
2018,RB,Jordan Laurencio,0.15,0.12
2019,RB,Jesse Amankwaa,0.12,0.12
2017,RB,Tyreis Thomas,0.24,0.11
